order_id,product_id,add_to_cart_order,reordered
2785383,42460,15,1
2700869,15399,32,1
444947,13176,3,1
1660047,32760,4,1
2150804,43295,6,1
861160,1376,20,0
2682339,34283,4,0
2473247,34523,11,0
2435517,45104,5,0
2009264,18027,5,1
2330761,13176,9,1
3309614,47209,6,1
3005712,22588,15,0
2114620,17865,9,1
1676247,47209,1,1
1305983,35568,8,0
1224972,3818,4,0
154257,4167,25,0
862758,46906,4,0
3312309,47626,7,1
1097839,45763,12,0
2684008,1434,34,0
608205,22724,11,0
2766945,10912,10,1
2674939,49270,48,0
2796250,18027,10,1
2401450,24852,3,1
7787,11712,3,1
3258184,12193,1,1
252094,24362,1,1
2438478,11499,3,1
1264400,13176,1,1
2182206,42265,5,1
252470,24964,4,1
804333,12745,9,1
224594,17872,9,1
1108238,9839,18,1
3180882,47766,9,0
150209,5450,3,1
994102,5764,17,1
394709,46203,21,1
2230064,26209,16,0
2488186,18362,4,1
1960680,21903,3,0
1763044,25931,2,1
140363,13176,4,1
984344,18531,18,1
986915,32035,14,1
1622887,26410,21,1
963178,27086,2,1
496254,9515,5,1
2248650,4920,13,1
32276,29328,23,0
1416668,27388,4,1
3091982,24852,2,1
2064768,40706,7,1
3380826,40516,24,0
336321,20082,1,1
257198,21653,28,0
2387721,39560,3,0
3220220,43888,1,0
147969,21872,7,0
2934352,1096,1,1
96675,35951,2,0
1179448,21903,2,1
2271641,12384,9,1
1217692,4942,1,0
511102,21903,18,1
3288993,19650,3,0
745495,33731,7,1
21197,1986,6,0
372165,22565,9,0
729886,13245,1,1
872487,43961,9,0
872103,28836,1,1
961402,47626,13,1
3386263,40078,4,1
1424602,45066,12,0
1862925,42110,8,1
456939,23938,41,0
3291328,9337,1,0
2359976,21137,5,1
2738094,19348,15,1
771688,18465,8,1
1131195,34969,1,1
3383699,4605,9,1
1476410,26768,24,1
1987336,31713,7,1
331645,30659,9,1
2177447,28199,8,0
1789359,47209,4,1
753370,12745,2,0
1862591,11190,3,1
471500,651,4,1
2617482,40516,8,1
728967,31759,6,1
2910080,9604,6,0
143629,32184,15,0
603934,21386,2,1
2896221,45064,1,1
1886615,41593,13,0
856783,34942,11,1
1901418,48628,12,0
2726512,21903,3,1
112876,45447,10,1
2631352,31766,7,0
2703113,32016,14,1
1534007,36011,3,1
1389069,47209,3,1
2324175,20327,4,0
1987125,27958,3,0
2514288,18338,6,0
1096614,45007,7,0
535981,47766,18,1
2349048,2067,9,0
1609535,24852,1,1
3072113,40396,3,0
1964181,31506,8,0
3172140,29344,18,1
3125443,28842,3,1
1936041,15872,22,0
1305827,38383,4,1
1614619,13740,9,0
1216723,27323,18,0
521435,47854,3,1
2618177,24852,8,1
1533992,44414,7,0
890473,17601,16,0
574888,30494,4,0
1698093,35946,16,0
1981107,21938,23,0
902555,48183,3,1
1234098,22825,20,1
3201333,9387,13,0
2129496,5535,7,1
2388145,10031,1,1
1255243,39719,28,1
3099703,2091,4,1
2794462,22303,1,0
1335959,47209,6,0
2628850,28837,4,0
1257515,32566,7,1
1883347,37654,4,0
292053,32734,27,1
1133211,9387,8,0
645252,18441,3,1
2823282,33016,22,0
2181839,45169,16,1
2138307,29274,3,0
2797268,46676,1,1
2987743,19894,13,1
1354854,21678,21,1
670423,19660,1,1
1022552,44328,14,1
3370388,18606,6,1
2543161,47144,2,1
1718897,5818,5,0
1476192,30450,9,1
1563445,21137,26,1
496198,4258,5,0
3132703,37354,14,0
2932444,45066,2,1
882708,7781,17,0
867277,48800,8,0
2414052,41757,9,0
1723048,29594,4,0
2324698,42828,8,1
855139,49680,11,1
2589612,24852,2,0
240571,48679,5,0
879931,40709,5,0
1708427,24964,3,0
2087401,2183,4,1
3288449,41950,12,1
1110432,23191,4,0
1441941,3696,11,0
572919,27845,3,1
289835,8048,2,1
2876716,7559,11,0
2303672,37145,19,0
2395619,3527,3,1
631667,5212,2,1
1934218,38168,4,1
2155988,43154,2,1
3366826,19348,1,1
2283516,25138,3,1
3110770,14197,24,1
1519568,23020,3,1
3199531,44337,8,0
1569585,40055,7,0
2845318,12409,19,0
532186,18434,9,0
2588614,46979,9,1
910792,41597,10,1
1252651,13176,3,1
2304023,48600,3,0
1069830,13176,6,1
1760570,11198,24,0
2796812,42265,15,1
657452,21783,14,1
2607231,43713,1,0
1067253,17316,4,1
1805674,13351,6,1
1930413,31553,5,0
693562,22035,8,0
2276230,32689,3,1
1567524,21137,4,0
63402,39922,11,1
1915501,35042,8,1
140110,9458,1,1
1946446,3808,1,0
1623895,26209,12,0
2933349,32553,1,1
2044969,29439,11,0
2820545,47766,5,1
220580,12036,21,1
2385458,28853,6,1
485812,25591,6,0
2932161,21903,4,1
2837238,26283,4,1
2476915,28842,6,0
3374861,5876,11,0
435798,4920,28,1
3231381,39947,1,1
2385972,43263,9,1
2366779,46139,16,1
3370499,40969,7,1
2187401,5586,55,0
1945306,44233,5,1
357220,11530,12,0
2624691,45747,2,0
1407453,14252,14,0
3344316,32734,18,0
1078150,14147,1,0
2821522,46169,12,0
576328,47626,2,1
799680,48205,16,1
1332958,48056,9,0
1714852,32650,1,1
3215830,24838,1,1
2621220,6046,6,1
1610025,24294,1,1
333794,33065,7,0
3400385,7503,15,1
1903620,10108,13,0
515958,44359,1,1
2546736,39947,5,1
3009065,17715,18,1
1371348,40334,6,1
2442665,33787,24,1
520813,16797,2,1
2048160,28985,8,1
1170836,49156,7,0
1910481,18439,6,1
697991,49583,7,0
1385572,22825,13,1
3362362,44683,11,0
1592724,36675,22,0
553952,46149,4,0
881898,6723,1,1
125946,38689,2,0
2223885,45253,7,0
588401,8309,13,1
2260587,44815,4,1
738442,46673,14,0
2232212,5550,6,1
2800400,13176,4,0
2153141,47626,12,0
1794191,16797,5,0
3231118,8021,10,1
979928,32433,14,1
1700193,9779,5,0
3248244,30233,3,0
1755665,651,5,1
1630898,27307,1,0
2180181,16523,5,0
2972912,14901,10,0
1829815,25832,4,1
398947,20995,14,0
962103,27966,1,1
2483192,22565,12,1
251055,27156,11,0
2919,35535,20,1
3208216,28842,6,0
2714181,17794,8,1
3027960,17706,7,1
1404897,33000,2,0
2712240,43352,6,1
897612,47900,10,1
1554117,27104,9,0
837520,2063,7,0
3196204,36808,6,0
1481252,44359,5,1
3347247,22149,14,1
933898,5652,11,0
1554621,20392,1,1
2550019,7948,4,0
2433624,16349,5,0
2816692,13176,20,1
2047111,18200,8,1
2054233,25659,33,0
1701470,43129,14,0
1304713,27966,5,1
1790683,24852,2,1
3144597,42110,11,0
2237768,1695,4,1
2230846,38970,1,0
2500550,22935,3,0
1715469,31717,21,1
1519041,8075,1,1
353807,24053,9,1
851572,35732,10,1
1600196,17807,14,1
1151109,33548,21,0
2151564,41052,10,0
2913239,21137,17,1
1403469,21387,6,1
1407871,18090,8,0
508210,42295,1,0
433071,43961,2,1
534407,45374,19,0
1196582,34969,9,1
3135642,34584,5,1
1045216,21286,22,1
1338790,37849,5,1
1895050,45633,13,1
2265589,32689,19,1
1250795,2855,4,1
1338797,9076,3,1
2712484,24489,2,1
3301641,10749,10,1
2057021,34969,14,1
1483698,10490,10,0
2711768,5212,2,0
630208,31683,18,1
2179713,13049,7,1
3100898,40332,2,1
1262356,32289,4,1
3181435,1787,8,1
1363595,47185,9,0
423601,9825,10,1
738012,2664,3,1
806704,9839,15,0
2658124,44590,3,0
1921331,21903,3,1
1634257,33198,5,1
73423,27690,3,1
324669,46979,2,0
3332344,38988,2,0
2676666,45007,8,1
1468405,26177,5,1
1079125,22888,5,1
2042175,39699,9,1
3191066,18834,3,1
1994747,22720,7,0
1692571,27966,6,1
2804544,13636,8,0
856748,28985,2,1
1816443,46584,5,0
2700363,27507,4,0
2956548,20577,5,1
1505932,12817,32,0
2345088,46041,5,1
1516734,49659,3,1
2768620,16215,15,0
1644354,34358,5,0
998771,32638,21,1
1984754,13225,3,0
2800252,18027,11,1
962592,17530,1,1
3343502,23716,5,0
918600,31338,16,1
2074354,10017,6,1
522519,4966,11,0
1401486,23836,7,0
708429,2433,2,0
65904,38689,1,1
2810611,15700,23,0
1253110,48174,2,0
2395297,10017,1,0
1166327,49006,8,0
987161,27845,7,1
629796,41213,2,1
1470907,28798,1,1
2721192,39275,9,1
2182903,44661,13,0
2196714,5077,1,1
266507,24852,4,1
1352917,9075,4,0
808121,23233,5,1
127307,32211,4,1
2747138,37158,4,1
3411849,24253,6,0
1046583,46895,12,0
76387,25466,1,1
1750060,21903,8,0
1202332,44075,4,1
3398585,17948,9,1
2985799,35108,2,1
484248,1710,18,0
1662441,11599,19,0
2533495,26384,7,0
2935396,39921,3,1
1579622,41844,28,1
565632,5955,5,0
2582883,12916,9,1
2516920,4605,31,1
1132288,33234,8,1
2369180,12872,2,1
1330312,26604,5,1
3133051,47626,15,1
1403717,29067,14,1
1244978,10070,29,1
1367374,20448,3,1
2511247,26901,5,1
1037249,46466,10,1
140026,19863,2,0
3100880,12440,4,1
652056,39428,6,0
411469,5212,1,1
2196024,26036,7,1
1472548,44799,1,1
3176163,24933,8,1
1079398,46667,24,0
969561,31717,14,1
2824741,34214,2,1
2553850,16223,10,0
2239352,28601,22,1
1191106,19508,16,0
2015604,9623,5,1
2950580,36086,12,1
2345305,28373,13,0
2990073,31395,10,1
2782395,26241,3,0
413353,25513,7,1
862374,19895,1,1
599569,25043,3,1
1722837,26497,13,1
3258915,38903,12,0
2504945,32951,2,0
2488500,47272,3,1
1196225,39883,17,0
1587009,24830,2,1
2220387,24476,6,1
2174149,34530,3,1
3290242,8277,11,1
514025,19057,16,0
1197758,41757,5,1
3352004,41319,18,1
842164,24852,1,1
427201,27344,4,0
2715843,47144,4,1
64144,9871,1,1
2090757,35951,1,1
41881,12797,11,1
3359882,15386,13,1
704038,47209,5,1
993085,26209,4,1
113723,24964,5,1
925332,25844,11,1
1709617,49026,6,1
2581451,38383,54,0
3248175,22935,1,1
3147821,42701,6,1
1659870,39180,1,1
158522,16616,10,0
1094525,39275,13,1
2186323,49131,8,1
15088,46969,13,1
573344,15906,10,1
2175534,15182,2,0
958011,46969,3,0
3063073,46979,2,1
712652,43721,4,1
343569,47024,1,0
497423,31040,3,1
680569,9076,17,0
1301650,44275,4,0
215760,43540,14,1
429655,6184,4,1
863192,45535,5,0
634326,39877,8,1
3185114,43565,4,1
1864593,48204,6,1
567768,8854,3,0
63533,22312,15,0
1934809,4920,3,1
1350789,18531,1,1
266051,47258,1,1
108631,17284,15,1
1112692,12144,20,1
2850328,13231,14,0
1013444,16083,12,1
1461557,41833,1,0
1437071,30489,6,1
1557275,7746,11,1
3211033,17976,1,1
621730,24852,3,1
1666018,11750,9,1
363925,15649,8,1
183453,8936,6,0
1247798,17884,26,0
27067,14168,7,0
1608297,6184,2,1
204813,37022,7,1
651679,39984,8,0
263928,7156,9,0
1609898,4920,1,1
670048,24852,9,1
2229415,31778,1,0
1050145,23165,21,1
2729085,8193,7,1
3322369,38819,28,0
1574734,234,4,0
2511528,46667,6,1
2942244,6871,1,0
1745595,14815,9,0
3266564,27325,3,0
2725524,32265,11,0
1696437,46676,2,0
656927,25013,5,1
2710514,45104,8,0
1890608,17122,2,1
1717026,27966,12,1
8457,20670,7,1
3161431,42913,9,1
433965,47759,5,1
118163,18918,7,1
2263403,14651,7,1
1785619,23313,3,0
3258949,49683,3,1
221838,21137,11,0
2328417,4163,2,1
696970,5006,7,0
1648792,23909,2,1
1091868,20345,4,1
3210991,3397,17,1
366663,14678,1,1
1599445,30960,11,0
1709743,34969,3,0
1304460,32446,16,0
993091,37496,17,1
3292187,34208,3,1
3164209,19706,13,1
2675345,10804,4,1
3148060,34448,5,0
3000001,22963,1,1
860766,42757,4,0
512771,39024,14,1
296437,1824,7,0
2407435,3464,19,1
48722,29740,9,0
2297073,3071,2,1
458411,22825,4,1
1631020,21300,5,0
711231,24841,7,0
517194,20520,15,0
31770,34969,6,0
664704,2536,3,1
2445549,47790,1,1
2791418,42824,3,0
2458526,24852,1,1
1914557,29867,20,0
21399,21903,2,1
14511,39108,1,1
529272,46383,25,0
2129589,9,4,1
1821591,43961,9,0
511020,47537,4,0
2827079,42680,7,1
2178988,6975,10,1
878890,49354,11,1
331247,46149,2,0
2673433,47601,6,1
3229905,42342,4,0
3013364,44683,27,1
1424814,19006,13,1
1618240,21903,5,1
2369039,18382,13,0
2105805,29993,7,1
2085664,27966,3,1
1724154,40529,9,0
3200452,34614,1,1
2668437,8309,13,1
827525,13475,20,0
1148392,47626,19,1
1133865,47114,4,1
1180519,8226,11,1
515139,5769,2,0
2876396,22281,5,0
1548233,45123,3,0
2806561,45007,12,0
720684,5047,11,1
1410515,9076,4,0
620963,25931,1,1
3300702,15097,5,1
2519405,41874,6,0
349247,31717,11,1
1479165,15290,17,0
2483933,37646,4,1
3265708,22952,4,1
703085,33294,5,0
2421706,6933,16,1
1074563,29544,9,0
522173,45445,7,1
1687698,7088,13,1
776853,27966,4,1
1129611,3952,3,1
309802,47209,17,1
1624909,28199,5,1
243573,26133,5,0
995449,34012,14,0
59553,26177,8,0
1064866,6128,1,0
1380624,25886,4,0
588292,5212,4,1
2910403,25659,4,1
2415760,17022,1,0
291310,9076,3,1
2583844,45007,14,1
378058,32691,4,0
762748,48377,20,1
2928933,22031,6,1
12201,28204,10,1
2105438,35927,10,0
108361,36160,6,1
2575871,8437,4,1
1989061,24852,2,1
3081489,43635,5,1
417928,8490,27,1
34092,36086,9,1
589629,49235,6,1
42754,39046,6,1
3386651,8153,11,0
2336295,46906,7,1
2869452,33614,3,0
1701903,21137,4,1
1867631,8424,12,0
3128523,44830,10,1
2425819,31506,12,0
3335366,44008,6,1
1662247,27521,5,1
1443182,6870,12,0
2614277,16185,4,1
2086409,12341,8,0
